100000 100000
m 66548 63912
u 3995 30865
m 73623 89968
m 72845 84880
q 93924 53690
u 34892 56021
m 11870 91488
u 75732 47521
u 38296 75974
m 34959 8480
m 22273 2218
q 3670 82756
u 75057 99085
u 12362 69519
m 66147 24536
q 44758 73632
u 90546 5226
u 74736 21970
u 59901 21693
u 43911 77179
m 84471 10801
u 37899 1760
m 16039 87327
q 74154 36311
q 78086 1165
q 64143 94899
u 66878 12355
u 36328 58782
m 89514 43323
m 24132 30166
m 88424 67393
m 21301 63685
q 49574 45359
u 6648 21505
u 76955 26861
u 25001 32437
m 16558 77321
q 65063 3630
m 3300 31143
q 9986 89358
u 69208 76284
q 30160 11182
q 64620 2056
u 87394 43021
u 93529 26949
q 45278 86781
m 17341 39474
q 94793 63796
q 53397 43148
m 70295 68123
m 92619 43131
m 84729 29297
m 80246 17570
u 96140 47524
m 10391 93949
u 57740 89407
q 50149 68094
q 50598 34175
q 7605 54021
u 37178 11793
q 98973 1756
u 87890 9690
u 23797 99710
q 37652 81686
m 62276 4475
u 65233 42782
q 96615 39905
u 3967 17919
m 3837 1466
m 83398 23270
u 13728 19140
m 40630 28036
u 24577 10552
q 98020 6707
q 61026 11108
m 42184 69549
m 76115 31950
m 92220 51715
q 96577 70841
q 84851 99829
m 86202 98546
u 46025 55336
q 26504 88412
u 57283 41905
u 18769 83826
m 58752 1788
u 21634 98591
m 43281 50711
q 44385 35762
u 37215 78585
m 28189 62802
u 71044 61026
q 12568 73035
q 22904 15950
u 97585 19798
m 25958 52762
m 68027 46697
u 31970 43637
m 4967 99272
u 2956 27897
q 6750 49832
u 57829 57289
u 19102 91411
m 74093 27249
m 34268 13491
u 72872 29373
m 85743 38554
u 3524 56050
u 80714 15331
q 89313 41391
m 46329 91497
u 58701 62351
u 30349 87863
m 76896 74467
m 98111 75167
u 33921 39689
q 6580 46845
u 87585 21460
q 34357 95810
q 34936 22956
q 74375 42341
q 35540 3405
q 4706 18439
q 42369 99645
u 4486 20388
q 10291 47037
m 27016 15237
q 58504 57438
u 25558 12149
q 6023 4624
m 35144 95261
u 61963 96049
u 39678 4304
m 49471 31202
m 23337 86928
q 24226 95840
q 78200 10316
q 92023 61494
q 38752 4102
q 2034 70918
m 65930 82176
m 76073 76781
q 30385 60606
u 27701 23023
q 79899 55641
m 81466 62234
q 80572 80542
m 76497 82115
m 64810 69120
m 90380 64089
q 59260 38305
u 18138 89832
q 19043 66322
q 55555 50535
u 26481 25504
q 7407 21678
m 47763 46628
q 27966 29428
u 76134 96359
m 55285 67373
m 65634 91611
m 50877 83037
u 63093 55165
m 43034 6064
u 10023 32844
q 80465 97662
u 7374 45176
m 38097 72990
q 43774 42014
u 54573 41068
q 3295 41251
q 15950 29142
m 41343 46913
m 95695 43528
m 695 43956
m 31078 73888
m 62896 49298
q 76946 89079
u 61451 72790
m 73550 90988
m 28417 68886
q 68380 77591
q 6338 98424
m 38293 65145
q 18112 89111
u 91687 39347
q 37205 19001
m 52648 71744
u 96459 15367
m 52918 8447
m 71030 68216
q 79465 71731
m 21738 73719
m 82463 64358
q 20314 52228
q 26612 64677
u 9767 1659
q 54839 41832
u 32857 28933
q 10359 47701
q 18557 82629
u 31878 33098
q 56827 37069
q 74644 26222
m 14996 51139
u 12912 47789
u 28981 71303
q 2173 79150
q 95095 48575
m 64933 80584
m 29433 64035
u 25780 58959
u 98052 11163
u 58638 25753
u 10965 67715
m 68197 5355
u 77163 78703
q 5916 70269
q 5722 8525
m 20681 84000
u 55770 48231
u 75543 55721
m 21509 74325
q 71649 78972
m 76731 53892
m 53512 94585
q 26275 1358
u 32437 90395
q 54152 9654
m 74220 2573
u 47926 81493
q 82735 87123
u 79487 35644
q 57022 20859
q 26237 41506
m 288 24985
m 96279 37474
m 93128 92359
u 61304 29172
q 17045 60389
u 91325 38621
u 95277 50711
m 28017 93344
m 17854 41210
q 57472 33836
m 4030 95115
q 72927 52702
m 4133 76392
q 85743 14261
u 35327 95634
u 21133 80793
m 19630 41434
q 91339 5314
u 73533 7774
m 47615 17529
m 44665 57268
q 61633 54368
q 92310 51585
m 2461 10454
u 94232 41533
u 62168 7164
u 41165 53144
q 31281 41891
m 35862 15524
q 97200 36833
m 64050 46349
u 29203 98748
m 71629 89957
m 99795 68441
m 80882 89763
q 2796 57974
q 67275 38802
u 9005 55974
q 27912 52242
m 67104 32874
m 9578 26199
q 58047 54372
m 21735 74106
q 82957 74118
q 68945 67518
u 96024 15431
m 47690 65020
m 19448 58968
m 16499 89786
m 97580 74324
q 77699 54315
q 61648 32511
q 82571 99400
q 3079 58790
u 70373 33801
m 73395 54968
m 93530 74424
u 57121 2374
q 6390 68790
q 89301 78219
m 68135 2098
m 26205 21742
u 22556 15947
m 43464 78936
u 89433 38140
u 19092 17732
q 39595 61037
m 41693 64457
u 64186 56160
u 73203 61847
q 38224 39044
u 3472 40669
m 11506 69459
u 70702 27936
m 93766 78962
m 42091 47893
u 27430 94040
u 47220 79839
m 19611 86920
u 34569 87655
m 79508 84396
u 3304 46744
q 15589 10492
m 7876 51781
m 30998 77219
u 93977 39665
u 91823 84223
u 47409 8082
m 61752 89976
m 86993 17426
q 3618 1011
m 91439 44361
m 44894 66731
u 22737 99649
m 25818 24449
q 27624 66513
u 47678 73835
u 66790 93919
u 57934 71471
q 38134 7657
m 16318 40219
m 46429 86412
m 54979 47416
m 79151 85588
q 78035 12122
u 86713 15067
u 59734 84606
u 72292 425
m 72223 59651
u 83244 39802
u 13645 32194
m 80812 23746
q 86093 48283
q 67179 82570
q 30689 16828
q 23142 76135
u 60883 36946
m 90820 34974
q 46289 49934
u 53572 57630
q 77900 95945
u 66771 86939
q 46574 20474
q 40427 38457
u 36504 9050
m 83065 57556
u 5095 13499
q 37183 67172
m 8313 5278
q 70101 47239
q 33817 53944
u 17669 81938
m 42100 48848
m 12660 85920
m 41788 18204
m 10440 2540
q 37769 7767
m 2284 39122
m 66261 53259
q 67078 67485
m 9432 78698
m 18031 45460
u 45276 55735
u 57867 20228
u 83674 24788
u 96033 29351
q 26577 10552
u 2339 3999
q 74496 16735
m 87027 99402
u 81608 78817
u 5527 31480
q 14387 41206
q 91506 86078
m 60758 86743
u 15349 3032
q 81488 91915
q 76769 19716
m 95583 91780
q 93978 67661
u 45287 43424
q 81805 28952
u 75974 81778
q 29524 42721
q 1047 38474
q 44487 3537
u 76536 9051
m 36712 54432
u 41361 19543
u 37523 85984
u 31197 49764
m 67995 11053
u 61934 7129
u 8550 50762
q 63332 74385
u 5556 32202
m 12311 92387
m 73111 31690
m 25042 8251
u 39495 30666
q 48377 39672
u 80244 39311
q 23695 48070
m 7030 9662
q 64009 12908
q 53116 99158
m 30197 68407
m 65880 43200
u 47363 29963
q 98580 75565
q 48670 46218
u 81668 83367
m 28610 53630
q 30266 1069
q 64913 51209
u 60527 43760
u 45700 82325
m 27872 92058
q 8945 31073
u 85274 89837
m 12037 60199
u 53658 73409
m 17322 72886
q 82992 83317
q 7005 13244
u 77376 9525
u 56737 63069
q 48307 15856
u 16607 43252
u 1623 25872
m 78079 74386
q 4542 24645
u 4088 94441
q 30128 71402
q 83522 66344
u 49805 26698
u 49642 58455
m 46140 39808
m 44392 22725
q 46690 17359
m 22188 47045
m 33439 90219
q 77600 29400
m 10985 93359
u 75815 51109
q 84905 94882
m 98743 25962
m 30148 66173
m 93974 76509
u 73803 74934
q 32453 70009
u 28714 23727
u 79009 82256
m 39246 82770
u 53562 40620
u 75920 79666
m 15263 79136
q 41063 88820
m 72816 9064
m 54834 33297
m 83024 3858
u 63918 92244
m 12085 84776
m 28403 6603
u 48604 26012
u 77397 16055
q 27613 89459
u 4041 44344
m 60370 35779
q 8062 24247
q 60235 76623
u 1117 80544
m 1927 28037
u 56461 19866
q 82146 85178
q 80214 75777
m 94386 20350
q 9764 25524
q 49332 58721
u 57533 79139
m 34825 30479
m 54869 18243
q 15982 37457
q 94788 48514
m 82755 45697
u 43673 93134
m 65670 22291
m 1705 86014
q 38419 21807
u 73607 27010
q 78283 98940
u 20255 83050
m 19268 72170
q 61352 94610
m 9584 59594
u 9300 72728
q 93438 79423
q 55247 65298
q 35644 77042
q 1205 49126
q 57757 70204
m 17773 47063
m 13177 99902
m 5142 53103
q 8529 99288
q 13418 44309
q 8575 37916
u 21782 1752
q 56991 58200
m 16184 16958
u 52388 43897
u 9672 6814
m 39866 28982
q 43177 73659
u 4746 88340
q 14069 865
u 95878 72261
m 63304 75857
q 3501 26550
m 61701 31479
m 67506 44984
m 90189 60059
u 31792 47303
q 83525 52759
u 57209 11336
q 35185 75495
q 39499 9571
u 41835 2440
u 57884 53565
q 60137 30742
m 21563 62739
q 74909 36622
m 59494 94317
m 44951 77405
u 45263 30752
m 56856 89208
u 54757 23560
q 17892 634
q 70386 1674
u 23957 76849
m 2281 42781
q 89105 33948
u 56930 27167
m 54255 75978
m 42884 9214
q 24148 36155
q 7988 50222
u 23911 75176
u 15846 89831
q 93160 77048
u 63273 52514
m 88369 20920
m 56282 61540
q 33284 25210
m 84698 11027
u 12592 34035
m 81513 45496
m 37365 54766
q 57667 33472
m 67301 96055
q 85586 60898
u 31312 39105
u 25463 30753
u 77742 35020
m 38475 56067
m 39335 90372
q 66056 58881
m 60817 52440
u 54208 92804
q 63524 21444
m 69753 2096
m 26080 24680
q 84846 9723
u 26939 44587
q 94219 31838
q 62846 22723
u 7076 80532
u 95298 67039
u 92232 55339
q 10185 25525
u 71422 81684
m 62051 25951
q 20887 96802
q 82841 54589
m 47814 64865
m 48249 49277
u 75141 8814
q 77709 4795
q 34641 75622
u 78561 86019
u 57780 77837
m 66893 94914
m 30746 75163
q 91567 54862
q 1675 58792
m 58034 51902
q 84774 79050
m 72809 86120
u 26657 11884
q 43435 94985
q 47261 62453
m 18361 70446
q 34447 52826
q 87009 19928
m 34377 68700
m 20483 86022
u 71482 41986
u 65923 59750
q 76533 6530
m 89950 19140
q 47010 13399
m 1540 18050
q 53803 9464
m 16902 65792
u 27539 40067
q 30856 11298
m 80691 50714
u 41144 96062
u 13869 42595
m 43399 59275
m 90957 84893
u 46207 30787
u 90681 33524
q 72369 98755
m 70259 7027
m 94867 46712
q 61267 30868
u 10711 58398
m 70485 7374
m 35849 9574
u 97686 15598
m 75827 92969
u 53976 21929
m 36172 2741
q 17105 60980
m 59814 94366
u 45749 47404
q 81875 28042
u 1452 35129
u 25512 39181
q 15443 11446
m 87828 76388
u 1375 58174
q 5222 66156
m 26858 90078
m 27006 92314
q 67320 22129
m 24428 67747
m 69500 6235
q 9676 53115
u 19982 44381
q 61162 7422
u 14745 27626
q 65212 76042
m 99503 59940
u 35963 32856
m 70998 14902
q 2503 56029
q 10763 34737
m 20777 96584
u 53554 84474
u 55955 27034
q 58467 57682
u 98772 32563
u 93870 72074
u 66220 36918
q 95513 36202
u 8859 26870
m 47503 72057
m 61656 25394
m 91293 20716
m 61594 8694
q 66139 19996
u 97745 44603
u 49369 82028
q 44474 36270
q 43829 80916
m 33685 31110
u 26179 98487
q 92687 17853
q 79390 84080
m 25569 55598
u 60997 37546
q 35554 69137
m 16273 91385
m 45029 18579
u 12466 46055
u 21528 61468
m 83041 43697
u 696 52503
u 96207 12843
q 33714 9785
u 71898 3931
q 19507 50558
m 71939 41541
m 35004 88707
u 81691 4199
u 59875 2795
m 18885 14313
q 96650 57371
u 32052 44525
u 63039 31483
m 65449 79114
q 75973 59388
u 62152 1406
u 96353 58567
m 26286 11533
u 21132 87365
m 63273 51684
q 70841 59138
q 6511 83553
m 89406 57162
m 40308 9094
q 88165 35028
u 8237 60021
q 5468 37888
q 91760 95478
m 85732 7162
m 60317 82762
m 18451 85611
q 55344 49678
q 44849 10019
m 57915 79662
q 49344 8685
m 62057 55870
q 62773 2897
m 58195 43474
m 38197 20021
q 90073 71593
m 81341 82737
m 53264 15355
q 65921 50218
q 15230 5045
q 98994 19040
u 49771 91932
q 17333 7227
m 72695 46890
m 71695 20163
u 75641 89261
u 10633 77261
q 18626 64571
q 32788 28554
u 34873 93500
m 89700 87400
u 40858 86440
q 45793 90665
q 49377 41
u 64195 41062
m 14228 24269
q 88711 22619
m 6157 72024
u 11386 17985
q 8158 53276
q 45247 71613
u 25164 29030
m 9887 64128
u 78811 81836
u 72005 99372
u 49966 12998
m 47532 74566
u 73734 60766
q 60519 14148
q 60342 50829
u 54987 79583
m 43114 58845
q 77375 47709
m 38624 52721
m 90933 44207
u 24163 55084
m 88232 40234
m 17878 11128
m 51387 55521
u 21596 90084
u 60148 52952
q 2749 24884
q 59759 51506
u 94541 93251
u 57571 49289
m 16319 12052
q 96579 36992
u 20824 51593
u 91768 79219
u 18142 47357
m 89111 78714
q 64391 10692
q 15886 49121
m 39804 36800
m 27833 33837
m 10412 25268
m 65263 52077
m 30385 19788
q 75181 8016
m 40414 55153
u 2796 85536
u 37043 16267
u 12117 2645
q 40756 21073
q 43312 51183
q 23267 1715
u 25842 55797
u 98345 45262
m 91255 76922
u 26145 20858
q 33873 90430
m 51891 49453
m 58564 26763
u 13015 65588
q 35753 37860
q 83720 20769
q 19191 47632
u 1027 59617
u 5897 4938
u 22103 65399
m 8836 63998
u 14315 98406
u 23671 17267
m 35816 29811
u 10025 95563
q 66985 6310
u 93564 66769
m 27480 4896
u 66975 56432
u 72824 84049
m 3140 65521
q 52540 16782
m 22745 89985
m 74051 63810
q 90345 83753
u 77368 9276
m 4371 89489
q 86865 46606
q 39640 97416
q 44131 65950
u 32777 8525
q 87447 9055
q 98548 13376
q 97123 92704
m 86415 10812
u 10402 8841
m 10367 67834
q 45160 67312
m 98312 21434
m 39527 24028
m 54048 57279
q 71310 97955
m 77752 99255
q 74225 21311
q 77958 18726
q 17276 55862
q 71708 30455
m 53038 27429
u 69939 23143
u 27515 1981
q 47873 34639
m 91935 84320
q 94748 61508
u 8348 9474
m 18394 61506
m 9698 45660
u 41301 73655
m 40722 86892
q 9202 71775
q 93478 85359
m 24179 80579
m 49584 98599
m 53161 4737
u 21810 5876
m 84434 15554
u 97287 68714
m 36995 105
m 19547 85086
q 26621 65105
u 16936 65372
m 17603 51746
u 14696 72624
q 11604 13852
u 6554 58168
q 96287 57466
q 20779 7763
q 61552 74609
m 23167 52313
m 41300 86913
u 3175 40041
q 33930 41293
m 27536 37783
m 75906 45161
u 98657 28582
q 64611 50213
u 2779 5400
m 3994 46785
m 35501 70246
m 25957 43482
q 42462 21579
q 61787 11542
m 94621 31393
u 14350 21860
m 56425 67349
q 16932 85232
q 34000 7235
m 86518 94786
m 88477 47287
q 60747 4942
m 65149 9504
q 62959 12067
q 90436 8591
q 45491 14086
u 61795 74571
q 70225 60124
m 69333 4068
m 82596 35844
u 65111 29039
q 47712 52495
q 9902 64102
q 91453 60741
m 40945 82174
m 23470 18301
u 37877 97562
m 81580 23
m 68315 59407
m 32387 83472
u 86068 69660
u 81477 12632
q 27870 61965
m 53315 84495
u 67223 12805
m 52696 15890
m 29811 62833
u 10615 34214
u 40556 2357
u 22565 70967
m 92428 14745
u 47468 54649
q 83872 2386
u 210 83429
q 32421 16570
q 27520 2478
u 76569 80183
u 1861 54016
m 78323 61880
u 81284 54940
m 30556 64561
m 22037 95888
u 41807 22238
m 60643 93724
m 77124 14475
u 2626 32254
u 85606 7985
m 45802 86515
u 35044 26578
q 16044 28023
m 76200 34982
q 82152 73697
q 67523 75386
q 21352 88837
u 67955 68219
q 72509 50001
u 3611 79560
q 27831 9101
m 26436 52107
q 49944 95589
u 31221 36242
u 64569 26610
q 40610 90946
u 90880 6565
q 4907 61865
m 92070 3693
m 46127 93913
m 58141 32141
u 58818 64863
u 40645 81934
u 30964 70595
u 73208 20216
m 41963 68652
m 9468 64474
q 25391 53261
u 69189 99221
u 89502 31315
q 16207 90090
q 62212 39436
u 92938 7628
u 95611 41802
u 74542 14949
u 97189 25943
m 23872 91285
m 18885 47807
u 98639 61186
q 36711 51806
u 41886 95741
q 49796 55678
q 76067 59429
m 28203 5146
q 16062 98270
m 98079 5048
q 71435 95677
u 82990 44619
u 39775 18530
m 82427 1990
q 87570 57471
u 37078 34024
u 66130 85820
q 11452 43987
q 43581 10634
q 88866 43576
q 11385 12908
q 60446 9473
q 92391 1823
q 49748 87655
q 1746 23252
q 73495 90730
q 47314 95043
m 31493 73372
q 34970 91556
u 32948 81039
m 98143 56988
m 7438 75503
q 27733 72870
m 51798 22486
m 72837 36364
q 30806 81536
m 16915 78799
q 70160 78004
q 99655 50902
u 90213 97290
q 96212 2539
m 42342 2451
m 26696 57620
m 74381 82334
m 42036 3276
u 75308 92118
m 21794 3417
q 27223 56340
m 67531 43959
u 71874 59744
m 25468 63025
u 35769 11555
m 73268 31763
u 50609 97531
u 5793 45466
u 27034 34425
q 20438 20727
u 20236 73789
q 22356 44006
u 97735 18510
m 2247 85718
u 58508 84109
u 71657 56568
q 31870 57146
u 75060 11186
u 528 97931
q 37399 87840
q 21053 59151
q 51558 71331
q 8313 60150
q 23665 47643
q 84366 69737
q 11816 25802
u 39463 51056
m 85980 30450
u 14585 73736
u 64748 89566
m 8123 67813
u 48482 43543
q 71374 41512
u 10995 38458
q 76240 44305
q 85164 69791
q 90229 57808
m 11316 20810
q 74687 81479
q 13494 37448
q 4125 95822
m 61788 55257
q 30680 56855
q 10883 75824
m 74821 91596
m 47292 72768
m 64191 29679
q 48889 64085
u 95634 10083
u 51273 19284
q 25969 87915
u 98768 24568
u 31670 75285
m 98341 98228
u 2108 66640
q 88172 83088
u 22337 4448
u 44708 17782
m 20477 96122
q 91633 77077
u 77456 64822
u 13713 43605
u 60866 70462
u 62078 82196
u 81046 74417
m 7608 26370
u 16515 1682
m 17145 8272
m 90227 4491
q 67621 89388
m 11654 58097
m 90257 94820
m 312 44819
q 7729 93461
q 48631 66020
q 16779 26299
q 77436 76196
q 77349 2235
q 63849 84035
q 94204 63953
u 68518 76055
q 69888 98376
m 39349 49921
u 39389 7985
q 11135 19968
m 23772 77023
q 87733 17933
q 44900 76306
q 72539 75965
m 71861 52939
q 3013 30845
q 48758 40824
u 50796 88594
q 3633 26413
q 77725 31695
m 97889 49004
m 6828 13818
u 73668 45354
m 44438 72784
m 68816 43872
q 334 20960
q 9075 32694
q 29089 35333
m 22976 14314
m 68072 23028
u 86625 25449
u 54278 14192
m 76311 41476
m 86790 87808
m 68559 83462
m 19398 60211
q 16828 4645
u 82517 44705
m 73156 78154
q 52887 13305
q 79465 73574
u 91155 24058
q 6101 61599
u 38496 12187
u 20260 5916
m 27352 18156
u 77447 12741
u 95545 64198
q 51637 51958
q 6923 60202
q 18872 54145
u 75082 7938
u 5017 22588
q 70156 52528
q 10020 88941
m 31526 82101
m 42013 98219
m 36097 51867
u 79627 34276
m 53419 66319
m 56398 20311
q 64008 99004
u 55576 87889
q 43712 2280
u 53908 41959
m 94336 38093
u 48869 12443
m 11602 36236
q 68647 7663
q 42364 83950
q 14691 91543
q 28147 67231
q 53505 18965
u 39118 84145
m 46558 37201
u 61881 32612
m 15546 27467
u 97043 47736
u 73381 97728
u 84024 32896
u 20635 77869
q 67720 31080
u 45008 37774
m 88676 59779
m 62801 1887
u 84434 75295
q 77987 45321
u 57742 24208
m 72971 3501
q 58155 65353
m 9560 99858
u 74689 50906
q 25223 94151
q 97589 63351
m 81921 49735
u 3553 19383
m 8302 92671
m 99879 70840
m 29875 41719
q 11817 16442
m 87559 87786
q 40023 78921
u 65895 42057
u 69574 15616
q 87504 29305
u 78540 54864
q 32098 6673
u 94812 82261
q 75409 1242
q 4905 88270
q 33693 98617
q 91740 92407
q 71251 64375
u 67648 13114
q 89095 31376
q 52711 65120
q 70037 58129
q 11097 52466
m 77263 74169
q 37963 58922
m 89191 30721
m 18149 75732
q 87142 9595
q 80512 46548
m 10615 83220
u 55467 18802
q 67657 31369
m 55206 8969
u 72751 9194
u 40502 80684
q 25637 84181
q 98406 37416
u 71626 15763
u 64033 57791
q 6268 54654
u 1259 57255
q 39971 1869
m 21225 57378
m 58797 7867
m 26372 24537
m 75253 59749
q 43670 81753
u 49945 13546
u 72513 17495
m 79177 51505
m 43949 81931
m 52456 8834
q 83534 26180
u 95953 89135
u 37725 33269
q 36754 96058
q 48184 50064
u 48540 58853
m 25324 31561
u 74721 50716
u 46562 26567
q 84970 7741
m 67109 74393
q 44124 51793
q 43275 15819
q 42118 18595
q 4713 36276
m 51240 12754
q 90471 64196
u 96890 96069
u 63767 6043
u 21168 17297
q 3359 83904
q 27238 75247
u 2017 38933
q 75948 24170
u 16847 190
m 27858 69289
q 96661 20806
m 18726 57073
u 77123 47213
q 10219 80407
u 10349 93606
m 61375 29025
q 78903 44890
m 53010 36020
u 40155 27702
q 60217 85318
q 85745 45583
q 33238 95891
m 95741 31028
q 3542 17648
m 3428 96831
u 32044 61787
u 84385 67319
m 58662 62077
u 77258 15304
m 53885 40485
m 46588 53502
m 91975 73866
q 75302 85816
m 16933 85212
u 6645 36810
m 99789 7902
m 48093 36248
q 12612 41401
q 39729 64916
q 23498 24314
m 78807 974
q 7028 51329
u 73059 15617
q 17487 31657
q 32927 10500
m 11618 76613
q 5114 51577
m 66681 84136
q 38172 24847
q 80514 33053
m 19471 98718
m 64719 93723
q 80242 99379
u 29859 95529
q 42290 84481
m 41936 59828
u 41762 63594
q 37097 13900
q 98680 68761
q 62355 90504
q 1058 39788
u 10624 22574
u 83243 73140
q 21454 47736
m 5984 95441
m 71509 41461
q 90262 16951
u 6017 46593
m 62689 45113
q 28873 96905
m 2548 60107
q 71955 80841
m 87226 36150
q 59655 79722
u 6012 16084
u 28802 41838
q 35089 39624
m 86492 55255
u 89906 54254
m 33921 83637
u 67258 90702
m 33710 72741
u 35573 30459
m 24834 12211
u 56697 87334
u 13260 5601
u 76265 71581
m 31548 47940
m 95672 39602
m 19693 1931
u 90217 90346
m 42574 86542
u 15756 23843
q 98300 29144
u 92307 21284
q 21162 7993
m 39890 6330
u 11512 98764
q 49367 29071
q 51381 29558
q 93800 30578
m 33794 55033
m 48678 18917
q 41172 66897
u 67986 86465
q 67511 50303
u 32155 68718
u 85673 38204
m 49107 69894
u 27781 71817
q 73936 5427
q 84195 37729
u 84398 85061
q 1922 4073
m 68456 8665
u 11548 77900
q 96575 63158
q 98304 14040
q 20797 80178
m 60452 2299
u 15361 35972
q 52868 43829
q 63950 19862
q 5668 29356
u 79270 59162
u 42237 2272
q 61903 57849
m 32582 24329
q 81910 19681
m 83961 73979
u 99508 76702
q 6296 6458
m 62381 19020
q 46171 69990
q 20515 81168
q 86999 80751
m 51900 38397
q 60976 82941
q 35869 61433
m 16209 34864
u 55780 25321
q 55432 60246
q 88913 92787
m 11115 78347
u 12562 84702
u 48522 93156
m 25125 4163
q 18666 68193
m 3906 8430
m 48328 10250
u 33962 70637
m 69718 92502
q 32475 43276
u 26842 40773
q 35908 75851
m 20801 87964
q 93867 4764
m 28110 23139
u 20506 58783
u 12654 84611
u 35881 42768
m 47779 45472
u 8232 72591
m 13397 92263
u 70989 18069
q 65823 20108
q 15943 40375
q 99530 99582
u 34165 69396
m 39102 8542
m 87517 37697
m 42054 42244
m 11229 5021
q 76626 98364
m 21999 43706
u 99366 28685
u 89027 90534
m 10770 88082
q 8808 74214
m 280 93007
u 34653 40698
m 65875 23859
m 25516 40123
m 67933 30033
m 32929 47446
m 28027 83672
q 87878 58738
q 48529 56636
u 3256 37717
u 27899 82555
m 21202 51777
m 68974 41796
m 24263 77204
m 548 48663
m 55792 21102
m 6455 86171
q 70723 76792
q 25050 33991
m 45870 86758
u 54745 11931
q 37687 15283
u 17709 72161
m 50201 45747
q 25236 38806
q 47484 42990
m 98287 80758
u 15912 67379
m 66559 26628
q 61596 38761
m 23367 58768
u 15564 97741
q 63026 90448
q 80237 46599
m 7467 51855
u 36128 28678
q 57158 50375
q 87854 301
u 33651 48233
m 39825 35322
u 28639 11111
q 93896 93745
u 5330 67941
m 73106 69325
m 83859 96648
q 54380 6553
m 19687 95771
m 86920 67368
q 98699 41297
u 93163 87425
q 40409 61171
m 85237 17353
u 59502 44834
u 65503 4998
m 54889 55647
q 78603 44571
u 5254 59969
u 88125 32137
u 1002 66143
m 61622 37740
u 57635 80363
q 69275 4019
u 3763 59257
m 25902 28421
m 53059 35074
q 32557 42207
u 47932 41082
m 8352 76220
m 86972 37141
u 59328 77727
q 21678 95284
m 41601 23564
m 20025 60185
q 7768 66589
u 44508 72092
u 58007 71630
m 67208 21610
q 32787 21354
q 63672 76040
u 70347 73257
q 58461 43333
m 78434 70460
m 10408 53003
u 26614 77068
q 82647 67726
m 53288 91961
m 69951 32758
m 53647 75780
m 80809 24065
m 4474 39929
q 10511 66804
m 56311 50160
u 97148 77888
u 40411 36303
q 6467 83241
u 76618 83545
u 46873 51487
u 35866 74769
m 66899 75471
m 3754 3079
m 54539 52055
u 66097 23286
u 90680 92374
m 29553 39671
u 83465 12462
u 71939 93476
m 74407 56766
u 47003 21456
q 30937 56967
q 7962 10805
q 5923 47451
q 65750 27388
u 70584 23635
q 33667 70454
m 946 37133
u 78223 19675
m 97695 13052
m 80144 89271
u 90713 60162
q 9250 41307
q 50953 75506
u 54162 37354
u 97899 63442
m 39462 683
u 92216 61404
q 62712 44587
u 93828 21917
q 42107 14262
m 20478 5925
q 36495 47878
q 4955 57004
u 30009 57813
q 59807 92488
u 53022 97726
u 2558 56970
u 6206 81957
u 18332 58594
q 10661 35827
m 98303 87110
m 67772 77887
u 61395 44379
q 34075 89956
q 61428 94447
u 65732 98318
m 70698 77496
u 3947 66010
m 72900 33012
m 29947 99746
u 44339 84328
q 63122 66925
q 8708 99006
q 11232 32523
u 82642 32272
m 60222 19496
m 30185 7379
q 43263 86217
q 11586 8446
q 66957 45041
m 6624 35185
u 95902 97128
m 57022 86831
q 54024 61004
m 38209 71275
u 44969 74096
u 97925 69317
u 40643 30277
q 47786 6477
q 48356 58754
u 71133 1393
m 6971 78772
m 22831 49840
m 4532 74727
m 27808 49057
u 6484 28164
q 11446 24321
m 77939 38122
u 30653 38862
u 8245 76020
q 32041 66651
u 14710 82637
u 1534 35629
u 75433 1927
m 64620 43462
m 44677 48832
q 39599 50616
q 70684 74016
m 96790 55732
m 86558 14678
q 15367 39520
m 68120 21358
q 67492 6943
q 32622 57978
q 98183 16249
q 64770 17742
q 57105 95850
u 5302 43942
q 52072 95978
q 62108 73941
q 98921 58778
q 56478 4059
q 18106 34136
q 92097 74965
u 71876 98871
q 83233 19700
m 70478 74038
q 87487 13056
q 88247 47852
u 47612 12796
m 16830 23763
u 69598 63729
q 6638 6303
q 5149 20008
q 28460 69352
u 15699 75953
u 92574 26999
m 20748 63912
q 2990 12325
m 95176 90301
u 70046 71921
u 84992 52446
q 75345 19903
m 52883 18861
q 86045 79141
q 86504 13336
q 99395 11840
u 24952 15704
u 118 11459
m 75741 65410
q 72564 16082
u 27397 66364
m 90407 77965
q 32553 37211
m 19645 1330
m 57329 74498
q 32777 29977
m 54846 9106
u 79721 92022
q 89338 99398
m 76162 98604
u 56766 50354
m 99609 11938
m 44864 49628
u 76318 44541
m 54698 94335
m 18953 54453
u 33578 73079
u 56292 17388
m 75602 36140
q 51513 9074
q 3773 32876
q 43468 24550
u 53759 77997
m 31502 4310
m 57275 50715
m 94933 6399
u 26696 15215
m 81695 32542
q 89831 74327
q 2396 6931
u 48312 24879
m 62037 5754
m 76794 41860
q 33809 17763
m 31905 59375
u 95955 54842
q 40873 82757
m 58443 1136
u 82119 99757
m 34427 87548
q 92799 42528
q 54435 50942
q 27315 13845
m 84761 19191
u 65082 42305
m 32390 90575
u 39387 43423
u 5570 66735
u 41036 43300
q 68011 9569
u 5106 81147
m 71676 285
q 983 39127
m 69485 8238
q 93849 92975
q 73706 55586
u 25292 52389
q 73146 36552
u 16426 44267
u 3751 25809
m 88873 75125
